11555,13073
8508,8737
1292,11446
17333,438
11309,5598
8912,2175
6929,4234
7236,3789
6387,9771
8428,12903
5072,2374
1037,10107
12209,4660
15786,18078
7546,6991
2363,6991
6874,11106
161,11220
10269,2419
10965,5872
10816,10965
317,15405
2100,7684
2918,1085
4130,8815
2920,8815
15984,7666
12838,1330
11807,6034
10201,7090
17512,18262
7466,3937
7633,14811
9786,18305
14230,3896
7041,5631
2770,5856
7992,2130
5321,927
13860,8340
13960,15504
9846,11720
10942,18276
7152,17578
16339,7815
17285,4442
6422,14839
5579,16824
17878,12658
4199,1073
18568,12918
7359,7492
10670,18442
16531,1474
17835,7236
3074,7236
728,14965
7881,12698
6905,12621
9720,4181
13104,5041
8428,13664
5003,12486
3954,11581
9836,13401
2303,16412
6262,2318
5652,2738
16531,4061
5115,10173
6963,10269
10051,728
16592,2781
9229,1486
3853,13104
6450,13324
17244,16400
7594,47
3097,4116
6963,2363
2918,16289
14925,2729
12838,16833
3432,17149
1968,17149
13485,15454
14626,10957
15946,11473
16707,639
