-0.9021805,-2.973798,0
2.9069126,-0.43521127,1
-0.09954908,-0.50091803,2
1.7267069,3.8279412,1
2.3212461,3.0868912,1
2.2538085,2.7396245,1
-0.19184819,-0.42570487,2
-0.9641186,-3.327369,0
2.8072515,-0.511654,1
-0.3693784,-0.29439324,1
-0.635146,-0.19145891,2
-1.2527,0.591292,2
0.06397824,-2.9530172,0
-0.07505711,-2.8640423,0
2.3823006,1.9296327,1
-1.6032736,-2.9985924,0
-2.4796302,-2.0245955,0
3.0660083,-0.29524282,1
-0.90752256,-2.8588593,0
2.1178985,0.69906205,1
-3.264842,-1.183967,0
-0.55994034,-2.2267091,0
-0.48701018,-0.23034942,1
2.7877939,2.4123614,1
-0.27114123,-2.5391145,0
-0.9555582,-0.22796667,2
2.857137,0.11931321,1
2.1952286,0.4090925,1
-0.36657715,-2.6857111,0
-0.34800124,-0.43965915,2
-1.9077365,-1.6681001,0
-0.52480197,-2.401411,0
2.5396855,0.3667188,1
2.87196,2.7986908,1
1.8227559,4.0963635,1
2.5371346,0.301891,1
-2.935058,-1.299094,0
-0.56308144,-0.6887298,2
2.5737658,2.2821217,1
2.614261,-0.05779375,1
-2.4125385,-3.3673265,0
-0.46137494,-0.41483968,2
-1.0075821,-2.4450088,0
-1.0541027,-4.2444134,0
-1.1353351,-0.008813787,2
-3.0128727,-2.924216,0
-0.47592092,-0.41505393,2
3.2462058,1.9004383,1
1.8597156,1.8255699,1
-1.1179152,4.714775,1
-0.6643778,-0.63671297,2
2.8664892,1.7329232,1
-1.9440718,-3.4058022,0
-0.46009922,-0.5254115,2
-0.26324248,-0.30746257,2
-0.34988984,-2.3322423,0
-0.36649263,-0.51152694,2
2.735858,1.7662371,1
2.0415373,0.5869285,1
-0.03928347,-0.75364155,2
-0.6102436,-0.19980466,2
2.1727455,3.6407611,1
-0.41826236,-0.47496688,2
-0.49281973,-0.5537373,2
-0.39583236,-0.51748586,2
-0.8534627,-2.216546,0
-0.25122672,-0.5117092,2
1.7567837,3.6997178,1
2.3430498,-0.52562773,1
3.2634456,-0.5455356,1
-3.0889337,-2.6372144,0
2.1251657,1.2707652,1
-2.865743,-2.1663303,0
-1.1187825,-1.992072,0
2.15361,1.241199,1
-0.21024798,-0.4948893,2
-0.96087235,-1.8622248,0
-0.61881775,-0.2597622,2
-0.20188878,0.08452676,1
-2.8881161,-2.0404956,0
2.362668,1.3037599,1
-0.5308844,-1.288284,0
-0.050819665,-0.4328123,2
-0.804005,-1.8168855,0
-4.0769873,-1.6409794,0
1.3152978,4.4608254,1
-3.1454046,-1.940849,0
1.9306711,1.1672825,1
-0.8375722,-0.42261234,2
-0.0024023652,-0.46881142,2
-1.9500709,-1.8112066,0
-0.4335627,-1.441645,2
-0.30782926,-0.50495833,2
3.0120528,0.8228536,1
3.6998558,1.929065,1
3.146475,1.6417778,1
-0.10738213,-0.42815092,2
-2.1341114,-2.1289406,0
2.753219,1.0455385,1
-1.3153876,-2.3635538,0
-1.2433853,-1.8688618,0
-0.9424342,-2.9605546,0
-0.18441245,-0.45096552,2
3.4078276,0.32503435,1
2.7712903,2.280312,1
2.5859168,0.17925422,1
-0.07644119,-0.42771292,2
-0.36988416,-0.42076275,2
-0.8189555,-2.0145025,0
-0.11373589,-0.35033363,2
-0.93507624,-2.492635,0
-0.088551685,-0.42793688,2
2.4988787,0.15482537,1
-0.06594342,-0.44482648,2
2.2547295,0.0531527,1
2.6642928,-0.16474216,1
2.1443045,0.31066185,1
1.8340272,3.4809427,1
-1.3159717,-2.8786662,0
-0.8551109,-0.3271301,2
-0.19318946,-0.39320555,2
2.8615425,2.1915946,1
-0.010634035,-0.4710068,2
-0.46809655,-0.42766014,2
-0.06414207,-0.40758684,2
1.9803411,2.5512073,1
0.004443422,-0.43515083,2
-0.53671366,-0.1871377,2
0.12738775,-0.4807007,2
2.0244348,3.489238,1
3.2568865,-0.3041525,1
2.719227,3.055593,1
-0.75676215,-3.666524,0
-0.7067265,-0.41477036,2
1.9119927,4.48585,1
2.9282966,2.184479,1
-0.5722116,-0.43630788,2
2.0795393,0.7315756,1
-0.95918125,-3.2790089,0
-2.346501,-2.5073805,0
-0.4354611,-0.37978327,2
-2.1353884,-2.737914,0
-2.1557937,-1.1833324,0
2.8586884,-0.09198961,1
0.35364705,3.0691843,2
3.1473413,-0.29676473,1
-0.087512605,-0.44223008,2
2.7088168,1.9069752,1
-0.5949737,-2.2130358,0
-1.327753,-4.5776343,0
3.0128896,2.7289157,1
2.718038,0.25252622,1
-0.04533033,-0.37482843,2
-1.9593337,-2.2521877,0
-2.4179997,-2.6979637,0
-2.3557045,-1.1636717,0
3.0627353,0.7737121,1
1.6394485,2.7820296,1
-0.6585356,-0.28365287,2
-1.1915481,-5.072921,0
3.412025,-0.71877134,1
-0.25760466,-0.6480987,2
-0.13811491,-0.40035155,2
2.9348786,2.8637087,1
-1.1346239,-3.6880212,0
3.186402,-1.5959969,1
1.9912912,0.42476472,1
-0.04847397,-0.45418286,2
2.8197827,-0.4906763,1
2.9982789,-0.80692947,1
3.4589899,0.49951723,1
-0.050391138,-0.43866786,2
-0.7288303,-4.472072,0
-2.0288293,-2.11461,0
-2.5164318,-1.8458668,0
0.34976363,-3.850672,0
-0.6289151,-0.34354985,2
3.0961921,-1.7492433,1
3.0221949,-1.429983,1
3.6231997,0.42459092,1
-0.4836768,-2.1220522,0
-0.13594395,-0.4129363,2
0.014169961,-0.38430482,2
-0.3193093,-0.062296845,1
3.281752,-0.34972262,1
-0.040376917,-0.38427275,2
1.7094035,1.8846793,1
-0.7399194,-0.5930988,2
0.07129763,-0.3904217,2
-0.46956927,-0.27790523,2
-0.69842017,-0.7901615,2
2.5650215,2.3859932,1
2.7107003,-0.3078295,1
-1.0238483,-4.8667874,0
-0.7226664,-2.0082312,0
-0.37128,-0.49388617,2
3.4623787,-1.4305472,1
1.255554,1.2272366,2
0.10537739,-0.40470964,2
3.4343598,-0.98000294,1
-1.8147806,-1.5041538,0
0.27766305,-4.054695,0
3.1557813,1.5378612,1
2.644465,-0.45801777,1
-1.2140626,-1.7978209,0
2.4732814,3.280128,1
-0.033816725,-0.4651767,2
-0.26904595,-3.5078146,0
3.5507522,-0.9709135,1
2.457663,3.3053176,1
-0.6310437,-3.248284,0
-0.14173684,-0.3562781,2
-0.5045277,-0.18696587,2
3.1432881,1.1450394,1
-0.9729168,-0.4651927,2
-0.44838887,-2.4503858,0
0.084936485,-0.3272573,2
-0.7311975,-2.3005524,0
-0.9108355,-0.89494187,2
-0.4267707,-2.1105745,0
0.9057363,-4.563314,0
-1.3533087,-1.6815356,0
-0.7018544,-3.4167273,0
2.0887299,-0.11205992,1
-0.06523288,-0.4801927,2
-0.66216195,-0.2824797,2
2.8259187,1.5409213,1
2.1400273,2.2497573,1
-0.39918828,-0.35852045,2
-0.91726345,-0.40377256,2
-0.62017906,-3.465102,0
2.0577898,0.0024680756,1
-0.22580922,-0.5297226,2
-0.3941055,-0.22289401,2
2.9191809,0.04496656,1
-1.096416,-1.7100111,0
-1.2018285,-4.054607,0
2.665234,2.816931,1
2.7956827,-0.77048486,1
0.2758355,-3.045319,0
-0.0099799335,-0.4004902,2
-0.50051534,-0.38534203,2
-0.14486608,-0.40882945,2
-0.5788069,-0.33678997,2
-1.0384424,-4.088284,0
2.2925346,3.8780975,1
-0.95935374,-4.869387,0
-0.13438046,-5.186474,0
3.17528,-0.6084205,1
2.7263336,0.26671022,1
-0.11851829,-0.42449585,2
-0.21613958,-1.8668196,0
3.343154,-0.6394317,1
1.8480176,3.0255117,1
-0.915819,-4.8199325,0
3.3176441,-0.5359009,1
-1.4354942,-4.358354,0
-2.0910385,-2.4768531,0
0.029614985,-0.58905864,2
-0.28763795,-0.5404025,2
3.1987815,0.068693236,1
-0.17692487,-0.5211945,2
-0.58923185,-0.38888592,2
-1.0851032,-2.5465515,0
3.046392,-1.2812049,1
-0.2540306,-4.138478,0
-0.935789,-0.22776942,2
2.9327438,0.031982627,1
3.2882295,-0.21944353,1
2.3994694,1.799752,1
-0.027622983,-0.3381247,2
-0.2178374,-3.51204,0
-0.5774753,0.90399486,2
-0.563103,-4.1738076,0
-0.69148964,-3.1234024,0
-0.8188,-0.36948305,2
-0.19736004,-0.5949691,2
-1.1340452,0.6223806,2
-0.003384769,-3.3080792,0
1.0057884,4.468285,1
3.4053047,-0.36098382,1
-2.2304397,-1.0151314,0
-0.15933472,-0.4636327,2
-0.15023875,-4.8585887,0
3.2387183,-0.32280374,1
0.13289471,-0.288921,2
0.2257994,-3.4510987,0
2.8575225,-0.7064695,1
0.010518044,-0.45870116,2
0.06589754,-0.54830587,2
3.5615573,-0.7413905,1
1.9879154,1.3131068,1
-0.21570717,-3.3962593,0
0.1649199,-0.5094206,2
-0.6906225,-0.17547517,2
4.044095,-0.589369,1
0.5513651,-3.1462176,0
-0.30616772,-0.16967519,2
-0.6090948,-3.2222261,0
3.75855,-0.96698767,1
-0.64850694,-2.2451758,0
0.2850476,-2.8191931,0
2.386322,-0.5799085,1
4.195348,-0.7128303,1
-0.070988744,-4.2182117,0
1.9048551,3.604657,1
0.18827082,-3.5373685,0
1.5850813,1.6946138,1
-2.6712794,-1.1983919,0
0.08223261,-0.42923325,2
4.136962,-0.7097682,1
0.09690662,-4.0088,0
-0.6452245,-2.3292508,0
3.096645,3.0505729,1
4.2469983,-1.3267248,1
-0.10060572,-0.41845486,2
0.15732865,-0.47628897,2
2.5348423,1.3988295,1
0.0012626499,-4.0660295,0
3.9388368,-0.32314548,1
-1.2292954,-1.7706132,0
-2.9087086,-1.5858954,0
0.092438415,-5.0606565,0
2.5244622,-0.14373095,1
0.11364515,-0.41488644,2
-0.4374293,-0.41872084,2
-3.0584252,-2.7773476,0
2.2169516,1.1384172,1
-1.893554,-1.4712776,0
0.0728835,0.07270959,2
-0.5069961,-0.50290114,2
-0.9626235,-3.039647,0
3.1315787,-0.5190853,1
2.6600394,2.7400837,1
0.109005794,-0.4552348,2
-1.0324211,-0.10687862,2
2.5429575,2.1599221,1
3.8351185,0.37555146,1
3.7103047,-1.8348682,1
-0.5331497,-0.13597035,2
-1.0426383,-1.7341994,0
-2.3074722,-3.2702055,0
2.5787563,0.48878965,1
2.6438568,0.4390882,1
2.6755397,2.037763,1
3.505454,-0.40855744,1
-1.4797293,-3.342268,0
-1.4857337,-4.404605,0
2.8817725,0.06439695,1
-0.20082316,-0.5330085,2
-2.672402,-2.2611322,0
-0.58505696,-3.887019,0
3.2787857,-0.8030534,1
3.1608987,1.5969683,1
3.8453343,-1.726327,1
0.04930286,-0.45467222,2
-1.2650617,-1.8093263,0
-0.16034847,-0.13198553,2
3.6397302,-0.85578775,1
3.198948,1.9104012,1
-0.91124415,-0.20408379,2
0.17170529,-1.5088245,0
-0.33046508,-0.747621,2
-0.7584679,-0.06686658,2
0.8590226,0.98036456,1
-1.2532423,-2.0885065,0
3.600545,-1.0294937,1
-0.3423578,-0.45339677,2
-0.24983798,-1.8334376,0
1.9534813,1.5093932,1
-0.16160427,-0.3486168,2
-0.4958943,-2.9927948,0
2.1072567,0.47192493,1
-0.270637,-0.5286173,2
-0.5694165,-0.41816074,2
1.5013785,2.9455907,1
-0.067892574,-2.9593153,0
2.2861269,0.683654,1
-0.32870126,-0.4995008,2
2.3568966,1.4904923,1
-0.73810345,-3.5287085,0
2.4009848,0.09433529,1
-0.39999944,-0.58410746,2
2.0976734,1.7108567,1
2.3817458,2.5429235,1
2.6087904,2.1568503,1
1.4573132,1.4483778,1
-0.55193263,-0.3750905,2
-0.6183448,-0.5178822,2
2.0940862,2.1669247,1
-0.53520834,-0.5399573,2
1.5720831,0.70677245,1
-0.28553668,-0.4712817,2
-0.5458738,-0.4718164,2
-0.32271165,-2.486838,0
-0.7828146,-0.18054992,2
1.9192764,0.674087,1
1.5570483,0.6619605,1
1.7869878,0.9717499,1
-0.23425752,-0.6224933,2
-0.5385117,-0.34298223,2
-0.17203817,-2.993232,0
-2.6626391,-3.2938576,0
2.5771463,0.52145636,1
-0.51981854,-0.2707329,2
1.9701341,0.45700762,1
-0.7653406,-0.2915672,2
-0.06883284,-3.177123,0
-0.039800167,-2.866943,0
2.4115486,3.11805,1
-0.110514626,-3.2213476,0
-0.35961607,-0.5083376,2
-1.3711234,-3.1823282,0
1.8267971,0.3227041,1
-1.3037826,-3.8056412,0
-1.6580621,-3.022897,0
1.9689261,0.54195684,1
-0.6172772,-3.3404446,0
-1.3829696,-2.5251713,0
-0.66914326,-0.53465664,2
1.41844,0.6557803,1
-0.025875404,-2.4532125,0
-0.35846055,-0.4179171,2
-2.4571564,-2.7802265,0
0.06614341,-2.5056078,0
-0.92773825,-0.46740505,2
-0.29771823,-0.42618448,2
1.8862151,2.2795346,1
-0.49843782,-0.45339227,2
-0.6057194,-0.41726282,2
-0.7513818,-4.722502,0
2.6726184,-0.33853942,1
0.037839442,-0.46561536,2
0.43028235,-3.703645,0
2.474161,-0.34284675,1
0.049641624,-0.5230288,2
-0.5795317,-0.2622715,2
-0.21036927,-4.8970037,0
-0.600838,-0.42336953,2
2.1627305,0.58858585,1
-0.02481857,-0.59424263,2
1.965722,2.146796,1
1.8446141,4.2605305,1
-1.0224476,-1.3698461,0
2.842606,1.4820235,1
2.9652092,0.041882988,1
-0.51866966,-4.2243943,0
1.5883589,3.1770205,1
-0.069470994,-0.56435525,2
-0.650289,-3.9055395,0
3.531568,-0.15520754,1
-0.56235236,-3.7709887,0
-0.43453914,-0.5070128,2
-0.74482733,-3.1630569,0
2.6472666,0.84571666,1
2.1150928,-0.1258969,1
-0.53932256,-3.2256157,0
-1.3921262,-1.8977312,0
-0.43478984,-0.27010933,2
0.22096603,-1.1253719,0
-0.6480805,-4.022872,0
2.9673011,-0.2568305,1
3.3360422,-0.72512114,1
1.835828,2.221042,1
-2.3112128,-2.5274644,0
0.13637303,-0.67787385,2
-2.2831678,-1.7812996,0
2.8621252,-1.9069511,1
0.089008465,-0.56032574,2
2.1828554,3.5294034,1
2.2922363,3.2902792,1
0.19589882,-0.57686526,2
-0.09670457,-0.36848208,2
-0.32978392,-0.4233487,2
0.06586954,-0.57174295,2
0.067143545,-0.55615324,2
-0.5310889,-4.829607,0
-0.8698425,-0.18412955,2
0.051540256,-0.57783306,2
-0.7996785,-2.302369,0
2.7304904,-0.2731942,1
-0.15294585,-0.4014175,2
-3.2107954,-2.781932,0
0.06414862,-0.5660409,2
-2.3526332,-1.4793737,0
2.5253284,-0.59302247,1
-0.6059794,-0.92159456,0
2.9710047,-0.855057,1
-0.87616545,-0.2265089,2
-0.7736193,-2.8222017,0
-1.1763599,-2.1529942,0
2.32444,1.4293063,1
-0.8176771,-0.33538225,2
-0.92201257,0.6890815,2
-0.15869068,-0.36392197,2
-1.194583,-3.613963,0
-1.6914791,-2.3068843,0
2.3924205,0.56751025,1
-0.50852233,-0.40731555,2
2.8564308,2.4680984,1
