19238,26442
5088,5109
9000,15509
17969,100
16622,18081
19021,4894
21535,7910
847,10425
11625,11734
19021,21718
15950,28970
15006,12453
6673,12453
11653,26544
13764,9410
3237,11391
25366,17168
1732,23367
7972,17286
10749,5877
16567,2146
9399,18887
9418,28139
20844,23333
7842,2576
3706,10730
13971,4287
6239,11157
22472,14370
21284,26116
30177,21333
22177,7842
9717,12535
3086,6113
28730,194
11116,194
6176,4075
19315,19810
12539,1544
6213,19892
28328,22795
6173,15946
22493,7612
26651,18986
20377,26363
20695,9393
18890,25745
19450,28674
11462,17650
30083,3072
6357,22422
19931,17990
11187,14653
16558,2699
13098,10422
5456,29346
4667,20224
3908,10215
9151,17473
13458,6193
13177,16749
7785,3474
6587,23211
9552,9170
5166,28094
6340,20531
22132,24266
4984,12745
1055,4965
20872,5413
27137,10062
2954,11421
13377,6878
14935,5687
17998,23941
13746,14929
12981,28702
525,14098
6176,13324
21835,24854
15150,20866
25644,21378
15938,11562
14607,15338
18676,16699
24282,26241
12095,7447
24932,9278
7142,29493
25900,26373
28965,17369
7236,1868
6791,17356
19208,10266
887,27617
5770,14103
14669,26847
1749,10670
17071,21911
9939,19208
21223,17671
16096,17526
3956,602
2127,19489
13365,28630
9049,9723
1282,7275
240,3077
30406,6791
29388,15945
