105,1
174,1
86,2
112,2
132,2
128,3
168,3
91,4
128,4
75,5
173,6
122,9
129,9
93,10
61,12
103,12
128,13
82,14
71,16
73,17
67,21
108,21
121,21
126,21
161,21
60,22
82,22
83,22
145,22
108,23
61,25
82,26
90,27
104,27
97,29
114,29
92,30
174,30
167,31
164,33
127,34
144,34
155,34
149,35
157,35
96,37
113,37
66,38
130,38
66,39
71,39
78,40
111,41
110,42
137,42
173,42
112,44
90,45
101,45
172,45
151,46
64,47
91,47
63,49
126,50
143,50
64,51
109,51
113,52
64,54
75,54
76,54
139,55
138,56
108,57
68,58
85,58
146,58
154,58
153,67
162,68
168,68
133,72
134,72
136,73
144,75
153,80
137,82
166,82
145,83
143,87
145,87
178,88
156,89
174,89
176,90
155,101
164,101
161,105
163,105
146,106
176,108
152,111
158,112
153,113
153,116
146,119
152,121
131,124
176,124
177,124
141,125
