8310,106
9485,228
9063,393
11258,419
13731,443
20543,487
34496,526
15784,541
31328,657
23012,794
15841,803
6562,930
21021,1333
19846,1475
17073,1523
25584,1629
25663,1721
15970,1898
4826,2180
3241,2348
29188,2679
9992,2767
14062,2806
11506,3062
10339,3234
8069,3381
16752,3475
21165,4065
17542,4171
5788,4283
32446,4482
27593,4495
28561,4832
11049,4851
18016,5083
24469,5088
25566,5266
10565,5315
33850,5383
17404,5548
20796,5550
22335,5613
22017,6305
19007,6403
16423,6443
8096,6491
10018,6577
35122,6855
34475,6873
22092,6993
32374,6996
15990,7099
10759,7114
26946,7198
17009,7427
22849,7477
30329,7489
27544,7507
18910,7509
30331,7509
16367,7604
30265,7761
34487,7940
27892,8298
13408,8306
18401,8470
8605,8587
32071,8628
32588,8653
21633,8742
16166,8830
12789,8896
26086,9140
33492,9227
11416,9673
21946,9972
25090,10297
29844,10298
22619,10366
16634,10499
16433,10959
11171,11066
31163,11219
21964,11471
14981,11611
27678,11714
14284,11919
27796,12060
30316,12192
23226,12294
22272,12913
27651,12987
23372,13129
33352,13195
25010,13449
34571,13868
14174,13875
19395,14428
27759,14475
22580,14509
20319,14542
33592,15057
27125,15559
17428,15856
22217,15976
32008,16135
20499,16490
29837,16857
17701,17211
25978,17323
32574,17422
20592,17471
35696,18094
35421,18144
29140,19196
20490,19369
33084,19495
34587,19684
33316,20175
33476,20682
34650,21211
30537,21279
25003,21512
27792,21974
28613,22447
22830,22705
31940,23206
25180,23537
26402,23537
26246,23912
35575,24083
34443,24336
34322,24563
28596,24673
33723,25421
33112,25654
34880,26597
29906,27809
33185,28557
31161,29222
30629,29454
33923,29590
34078,30230
31243,31000
