707,13292
3992,13292
3220,7373
533,13280
15294,3262
11614,237
16887,237
11668,15996
13277,15996
3116,7362
11083,3502
4948,6349
4816,11024
1293,3286
12542,533
8144,11656
6074,15844
10347,3895
1906,8087
11293,8087
1733,9378
5848,9378
4323,15320
15172,15320
6995,15760
15102,4900
12866,14189
15132,4404
13422,4404
2883,4404
8992,13861
5590,12532
11871,9552
11262,13946
2406,12863
11658,12886
6319,5334
8204,7486
18156,8211
8852,11357
7020,13239
8852,2764
7827,707
1383,707
8089,2592
14561,15586
5384,15984
2851,11241
13108,17779
1302,17779
7956,3720
17035,8204
4665,16151
7107,3730
17991,1943
4008,16637
13812,6995
1610,8237
1861,1306
1582,13562
12059,13056
18550,11236
10877,5095
8144,5095
18216,5095
18550,1252
3324,3196
667,15795
17754,9568
11591,17754
7662,4794
16348,15384
808,15384
10914,6122
9750,761
8007,761
13140,16579
16717,7163
17219,13543
886,17814
17991,12119
14898,12246
15607,1504
388,6741
114,6741
7790,13184
1266,17343
8806,2492
8075,13697
667,17473
3892,121
17050,644
1570,7162
12634,11668
4056,17720
8834,5232
4661,9294
2035,13812
6928,14504
1570,11434
154,12634
12602,8007
3002,2501
11384,9857
1034,2975
452,4295
516,15596
12866,7694
18027,4705
12898,388
9266,9679
666,18189
17035,3469
6443,11227
6343,1570
13548,3324
4861,8911
7743,7067
633,4290
9233,6319
