3368,119
16622,154
27206,155
14649,257
29328,352
32492,580
29693,597
3831,728
4646,807
4686,874
26168,947
30006,948
33179,977
16580,1033
18116,1101
25349,1103
3212,1151
16031,1175
35259,1189
21232,1219
21360,1359
10088,1569
10122,1570
3467,1657
28340,1780
3854,1815
3493,1819
35192,1835
15815,1911
28919,1926
15947,1938
34479,2020
30246,2082
10022,2203
29313,2384
4674,2518
14526,2646
6578,2677
24027,2689
9714,2807
4421,2836
7231,2894
4728,2938
4599,2982
34221,2995
31335,3027
8686,3114
30016,3324
10865,3362
20839,3474
4807,3712
4468,3838
23249,3839
6331,4028
8646,4215
34282,4307
11012,4370
13632,4410
22039,4806
11335,4839
35071,4923
9577,5000
27324,5206
28594,5446
12396,5613
35714,5621
17519,5622
34390,5653
6079,5825
31079,5965
11840,6498
11591,6605
24266,6726
29476,6918
12241,7022
31335,7044
18817,7236
14063,7340
33972,7484
20358,7505
15532,7605
22500,7614
12509,7835
14765,7840
15117,8932
23102,8971
14496,9003
13935,9016
25244,9081
15428,9119
25261,9128
17077,9179
24034,9227
14387,9245
32452,9252
22187,9375
22570,9376
20347,9506
31423,9584
22828,9694
13719,9722
24576,9941
29397,9961
19396,10064
15554,10071
34288,10226
27912,10256
33949,10373
19012,10606
24131,10681
27725,10804
13257,10864
19189,11068
21987,11339
11862,11407
24942,11417
31568,11464
19195,11514
18526,11782
12092,11911
25338,11917
33642,11933
31541,11946
29015,11984
28204,12206
25388,12285
21621,12391
32749,12475
18863,12530
13214,12581
21814,12630
29843,12633
32437,12640
15651,12988
28336,13040
18297,13286
17654,13348
23825,13494
32480,13548
32324,13576
31763,13688
26271,13845
19556,14185
29833,14201
22074,14232
24343,14242
19101,14362
19401,14449
35257,14487
14655,14533
22047,14556
25355,14837
26997,14862
16860,14981
26645,15223
23481,15287
32191,15617
35245,15641
18641,15797
29649,15806
32019,15958
19529,16011
23602,16147
31641,16321
20894,16472
35232,16504
25674,16801
17693,17389
19235,17478
21064,17479
23286,17560
19288,17668
23332,17697
26678,18207
26382,18518
31160,18561
22923,18572
23574,18936
28475,18958
23688,19232
31624,19556
22526,19597
30529,19695
29579,20121
24052,20222
25161,20343
24213,20396
23424,20646
29447,20719
27628,20766
31899,20802
31445,20811
21113,20812
28702,21001
35708,21155
25931,21282
27866,21311
26182,21357
28651,21365
27240,21521
33346,21663
24640,21785
26488,21964
27411,22076
31620,22731
35498,22840
34392,23850
27396,24028
27589,24057
33489,24152
27018,24327
34906,24341
25249,24512
35710,24579
25525,25456
27033,25601
27520,25990
34364,26048
27534,26063
29980,26386
33082,26944
34881,27143
33554,27158
29982,27568
33957,28004
30572,28028
32937,28240
32598,28266
33426,28339
30838,28899
32340,29134
34139,29680
35300,30154
30609,30394
31735,30681
33246,31024
32156,31373
32411,31803
35410,32305
35494,35018
35731,35469
